program_id,university_name,university_type,partnership_status,partner_name,country,city,world_ranking,program_name,field_of_study,specialization,course_duration_months,min_gpa,min_percentage,last_education_required,work_experience_required,min_work_experience_years,specific_background_required,english_test_required,ielts_overall,toefl_overall,pte_overall,duolingo_overall,moi_accepted,gre_required,gmat_required,tuition_fee_usd,tuition_fee_eur,application_fee_eur,scholarships_available,scholarship_details,scholarship_amount_max,living_cost_estimate_eur,intake_spring,intake_summer,intake_fall,intake_winter,fall_deadline,visa_success_rate,job_placement_rate,post_study_work_visa,university_website,program_website,,,,
PROG105,Sports Management School,Private,Partnered,Edugo,France,Paris - Vannes,1001,MSc International Sport & Event Management,Sports Management,Sport Marketing & Event Management,15,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,105,Yes,No,No,14900,13800,75,Yes,Excellence & Early Bird up to 30%,5000,12000,No,No,Yes,No,06/30,88,84,2 years,https://www.sportsmanagementschool.fr/en/,https://www.sportsmanagementschool.fr/en/msc-sport-event-management,,,,
PROG106,EURECOM Graduate School,Private,Partnered,Edugo,France,Sophia Antipolis,1001,MSc in Data Science and Engineering,Computer Science,Data Science & AI,24,3.0,70,Bachelor's,No,0,CS; Engineering or Maths,Yes,6.5,85,58,110,No,No,No,18000,16600,0,Yes,EURECOM Excellence; Eiffel,15000,12000,No,No,Yes,No,03/15,96,94,2 years,https://www.eurecom.fr/en,https://www.eurecom.fr/en/msc-data-science-engineering,,,,
PROG107,EURECOM Graduate School,Private,Partnered,Edugo,France,Sophia Antipolis,1001,MSc in Internet of Things & Smart Systems,Engineering,IoT & Connected Devices,24,3.0,70,Bachelor's,No,0,Engineering or IT,Yes,6.5,85,58,110,No,No,No,18000,16600,0,Yes,EURECOM Excellence; Industry Scholarship,15000,12000,No,No,Yes,No,03/15,96,94,2 years,https://www.eurecom.fr/en,https://www.eurecom.fr/en/msc-iot,,,,
PROG108,EURECOM Graduate School,Private,Partnered,Edugo,France,Sophia Antipolis,1001,MSc in Mobile Computing & Digital Networks,Computer Science,5G & Mobile Systems,24,3.0,70,Bachelor's,No,0,CS or Telecom Engineering,Yes,6.5,85,58,110,No,No,No,18000,16600,0,Yes,EURECOM Excellence Scholarship,15000,12000,No,No,Yes,No,03/15,96,94,2 years,https://www.eurecom.fr/en,https://www.eurecom.fr/en/msc-mobile-computing,,,,
PROG109,KEDGE Business School,Private,Partnered,Edugo,France,Bordeaux / Marseille,51-75,Master in Management (Grande École),Business Administration,General Management & Majors,24,3.2,75,Bachelor's,No,0,Any background,Yes,6.5,90,58,110,Yes,No,No,21900,20200,100,Yes,Excellence up to €10,10000,12000,No,No,Yes,No,06/30,94,92,2 years,2 years,https://student.kedge.edu/programmes/master-management,,,,
PROG110,KEDGE Business School,Private,Partnered,Edugo,France,Bordeaux / Marseille,51-75,MSc International Business,Business Administration,Global Management & Trade,12,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,90,58,110,Yes,No,No,18900,17500,100,Yes,Excellence & Early Bird up to 30%,6000,12000,No,No,Yes,No,06/30,94,92,2 years,https://kedge.edu/,https://student.kedge.edu/programmes/msc-international-business,,,,
PROG111,KEDGE Business School,Private,Partnered,Edugo,France,Bordeaux / Marseille,51-75,MSc Wine & Spirits Management,Business Administration,Wine Business & Marketing,15,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,90,58,110,Yes,No,No,21900,20200,100,Yes,Excellence & Wine Scholarship,8000,12000,No,No,Yes,No,06/30,94,92,2 years,https://kedge.edu/,https://student.kedge.edu/programmes/msc-wine-spirits,,,,
PROG112,Speos Paris Photographic Institute,Private,Partnered,Edugo,France,Paris,1001,Professional Photography Program – 1 year (English),Photography,Commercial & Studio Photography,12,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,78,50,100,Yes,No,No,17900,16500,100,Yes,Talent & Portfolio Scholarship,5000,12000,Yes,No,Yes,No,06/01,85,80,2 years,https://www.speos-photo.com/en/,https://www.speos-photo.com/en/programmes/one-year-professional-photography,,,,
PROG113,Speos Paris Photographic Institute,Private,Partnered,Edugo,France,Paris,1001,Master in Professional Photography & Visual Communication,Photography,Expert Photography & Post-Production,24,3.0,70,Bachelor's or equivalent experience,No,0,Photography background preferred,Yes,6.5,85,58,105,Yes,No,No,24900,23000,100,Yes,Excellence & Portfolio Scholarship,7000,12000,No,No,Yes,No,06/01,85,80,2 years,https://www.speos-photo.com/en/,https://www.speos-photo.com/en/programmes/master-professional-photography,,,,
PROG114,L'École de Design Nantes Atlantique,Private,Partnered,Edugo,France,Nantes,1001,MSc in Design & Innovation Management,Design,Design Thinking & Innovation Strategy,24,3.0,70,Bachelor's,No,0,Design; Business or Engineering,Yes,6.5,85,58,110,Yes,No,No,17900,16500,100,Yes,Excellence & Portfolio Scholarship,5000,11000,No,No,Yes,No,05/31,90,88,2 years,https://www.lecolededesign.com/en/,https://www.lecolededesign.com/en/msc-design-innovation-management,,,,
PROG115,L'École de Design Nantes Atlantique,Private,Partnered,Edugo,France,Nantes,1001,MSc in Urban Environment Design,Design,Urban & Sustainable Design,24,3.0,70,Bachelor's,No,0,Design; Architecture or Urban Planning,Yes,6.5,85,58,110,Yes,No,No,17900,16500,100,Yes,Portfolio & Excellence Scholarship,5000,11000,No,No,Yes,No,05/31,90,88,2 years,https://www.lecolededesign.com/en/,https://www.lecolededesign.com/en/msc-urban-environment-design,,,,
PROG116,L'École de Design Nantes Atlantique,Private,Partnered,Edugo,France,Nantes,1001,MSc in City Design & Sustainable Urban Solutions,Design,Urban Design & Sustainability,24,3.0,70,Bachelor's,No,0,Design; Architecture or Urban Planning,Yes,6.5,85,58,110,Yes,No,No,18500,17100,100,Yes,Excellence & Portfolio Scholarship,6000,11000,No,No,Yes,No,05/31,90,88,2 years,https://www.lecolededesign.com/en/,https://www.lecolededesign.com/en/msc-city-design,,,,
PROG117,L'École de Design Nantes Atlantique,Private,Partnered,Edugo,France,Nantes,1001,International 3rd Year Bachelor in Product Design,Design,Product & Industrial Design,12,2.8,65,2 years of Design Studies,No,0,Product Design background,Yes,6.0,78,50,100,Yes,No,No,11900,11000,80,Yes,Merit & Portfolio Scholarship,4000,11000,Yes,No,Yes,No,06/30,90,88,2 years,https://www.lecolededesign.com/en/,https://www.lecolededesign.com/en/international-class-product-design,,,,
PROG118,L'École de Design Nantes Atlantique,Private,Partnered,Edugo,France,Nantes,1001,International 3rd Year Bachelor in Interior Architecture & Design,Design,Interior & Spatial Design,12,2.8,65,2 years of Design Studies,No,0,Interior Design background,Yes,6.0,78,50,100,Yes,No,No,11900,11000,80,Yes,Merit & Portfolio Scholarship,4000,11000,Yes,No,Yes,No,06/30,90,88,2 years,https://www.lecolededesign.com/en/,https://www.lecolededesign.com/en/international-class-interior-design,,,,
PROG119,L'École de Design Nantes Atlantique,Private,Partnered,Edugo,France,Nantes,1001,International 3rd Year Bachelor in Graphic & Digital Design,Design,Graphic & Interactive Design,12,2.8,65,2 years of Design Studies,No,0,Graphic Design background,Yes,6.0,78,50,100,Yes,No,No,11900,11000,80,Yes,Merit & Portfolio Scholarship,4000,11000,Yes,No,Yes,No,06/30,90,88,2 years,https://www.lecolededesign.com/en/,https://www.lecolededesign.com/en/international-class-graphic-design,,,,
PROG120,ESTACA Engineering School,Private,Partnered,Edugo,France,Paris-Saclay / Laval,501-600,MSc in Aeronautical Engineering (English track),Engineering,Aerospace & Aviation,24,3.0,70,Bachelor's,No,0,Engineering or Physics,Yes,6.5,85,58,110,Yes,No,No,16500,15250,90,Yes,Merit & Excellence Scholarship,5000,12000,No,No,Yes,No,05/31,94,92,2 years,https://www.estaca.fr/en/,https://www.estaca.fr/en/master-aeronautical-engineering,,,,
PROG121,ESTACA Engineering School,Private,Partnered,Edugo,France,Paris-Saclay / Laval,501-600,MSc in Automotive Engineering (English track),Engineering,Automotive & Transportation Systems,24,3.0,70,Bachelor's,No,0,Mechanical or Automotive Engineering,Yes,6.5,85,58,110,Yes,No,No,16500,15250,90,Yes,Merit & Excellence Scholarship,5000,12000,No,No,Yes,No,05/31,94,92,2 years,https://www.estaca.fr/en/,https://www.estaca.fr/en/master-automotive-engineering,,,,
PROG122,ESTACA Engineering School,Private,Partnered,Edugo,France,Paris-Saclay / Laval,501-600,Post-Master in Aeronautical Operations and Maintenance,Engineering,Aeronautical Maintenance & Operations,12,3.0,70,Master's,No,0,Aeronautical Engineering,Yes,6.5,85,58,110,Yes,No,No,14900,13800,90,Yes,Merit & Excellence Scholarship,4000,12000,No,No,Yes,No,05/31,94,92,2 years,https://www.estaca.fr/en/,https://www.estaca.fr/en/post-master-aeronautical-operations-maintenance,,,,
PROG123,ESTACA Engineering School,Private,Partnered,Edugo,France,Paris-Saclay / Laval,501-600,Post-Master in Motorsport Engineering Performance,Engineering,Motorsport & Performance Engineering,12,3.0,70,Master's,No,0,Automotive or Mechanical Engineering,Yes,6.5,85,58,110,Yes,No,No,14900,13800,90,Yes,Merit & Excellence Scholarship,4000,12000,No,No,Yes,No,05/31,94,92,2 years,https://www.estaca.fr/en/,https://www.estaca.fr/en/post-master-motorsport-engineering-performance,,,,
PROG124,ESTACA Engineering School,Private,Partnered,Edugo,France,Paris-Saclay / Laval,501-600,Automotive & Aeronautics Design Programme (Semester Exchange),Engineering,Design in Automotive & Aeronautics,6,3.0,70,Bachelor's,No,0,Engineering background,Yes,6.5,85,58,110,Yes,No,No,8000,7400,90,Yes,Merit Scholarship,2000,12000,Yes,Yes,Yes,No,05/31,94,92,2 years,https://www.estaca.fr/en/,https://www.estaca.fr/en/automotive-aeronautics-design-programme,,,,
PROG125,Vatel Hotel and Tourism Business School,Private,Partnered,Edugo,France,Paris / Lyon / Bordeaux,1001,Bachelor in International Hotel Management,Hotel & Tourism Management,International Hospitality,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,78,50,100,Yes,No,No,11500,10600,75,Yes,Merit & Early Bird Scholarship,3500,12000,Yes,No,Yes,No,06/30,89,87,2 years,https://www.vatel.com/,https://www.vatel.com/en/bachelor-international-hotel-management,,,,
PROG126,Vatel Hotel and Tourism Business School,Private,Partnered,Edugo,France,Paris / Lyon / Bordeaux,1001,MBA in International Hotel Management,Hotel & Tourism Management,Luxury & Revenue Management,15,3.0,70,Bachelor's,Yes,2,Hospitality or Business preferred,Yes,6.5,85,58,110,Yes,No,No,16900,15600,100,Yes,Excellence & Professional Scholarship,5000,12000,No,No,Yes,No,06/30,89,87,2 years,https://www.vatel.com/,https://www.vatel.com/en/mba-international-hotel-management,,,,
PROG127,Vatel Hotel and Tourism Business School,Private,Partnered,Edugo,France,Paris / Lyon / Bordeaux,1001,MBA in International Wine & Spirits Management,Hotel & Tourism Management,Wine & Spirits Business,15,3.0,70,Bachelor's,Yes,2,Business or Hospitality,Yes,6.5,85,58,110,Yes,No,No,16900,15600,100,Yes,Excellence & Professional Scholarship,5000,12000,No,No,Yes,No,06/30,89,87,2 years,https://www.vatel.com/,https://www.vatel.com/en/mba-international-wine-spirits-management,,,,
PROG128,Vatel Hotel and Tourism Business School,Private,Partnered,Edugo,France,Paris / Lyon / Bordeaux,1001,Bachelor in International Tourism Management,Tourism Management,Global Tourism & Events,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,78,50,100,Yes,No,No,11500,10600,75,Yes,Merit & Early Bird Scholarship,3500,12000,Yes,No,Yes,No,06/30,89,87,2 years,https://www.vatel.com/,https://www.vatel.com/en/bachelor-international-tourism-management,,,,
PROG129,Vatel Hotel and Tourism Business School,Private,Partnered,Edugo,France,Paris / Lyon / Bordeaux,1001,MSc in International Hospitality & Tourism Management,Hotel & Tourism Management,Sustainable Hospitality,12,3.0,70,Bachelor's,No,0,Hospitality background preferred,Yes,6.5,85,58,110,Yes,No,No,14900,13800,100,Yes,Excellence Scholarship,4000,12000,No,No,Yes,No,06/30,89,87,2 years,https://www.vatel.com/,https://www.vatel.com/en/msc-international-hospitality-tourism,,,,
PROG130,ISC Paris Business School,Private,Partnered,Edugo,France,Paris,301-350,Master in Management (Grande École Programme),Business Administration,General Management & Specializations,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,17900,16500,90,Yes,Excellence up to €7000; Early Bird,7000,12000,No,No,Yes,No,06/30,92,90,2 years,https://www.iscparis.com/en/,https://www.iscparis.com/en/program/master-management,,,,
PROG131,ISC Paris Business School,Private,Partnered,Edugo,France,Paris,301-350,MSc in International Business & Digital Transformation,Business & Digital,Digital Strategy & Innovation,15,3.0,70,Bachelor's,No,0,Business or IT preferred,Yes,6.5,85,58,110,Yes,No,No,15900,14700,90,Yes,Merit & Digital Talent Scholarship,5000,12000,No,No,Yes,No,06/30,92,90,2 years,https://www.iscparis.com/en/,https://www.iscparis.com/en/program/msc-international-business-digital,,,,
PROG132,ISC Paris Business School,Private,Partnered,Edugo,France,Paris,301-350,Bachelor in International Business (Full English Track),Business Administration,International Management,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,78,50,100,Yes,No,No,12500,11500,90,Yes,Merit & International Scholarship,3000,12000,Yes,No,Yes,No,06/30,92,90,2 years,https://www.iscparis.com/en/,https://www.iscparis.com/en/program/bachelor-international-business,,,,
PROG133,ISC Paris Business School,Private,Partnered,Edugo,France,Paris,301-350,MSc in Financial & Risk Management,Finance,Financial Risk & Analysis,15,3.0,70,Bachelor's,No,0,Finance or Business,Yes,6.5,85,58,110,Yes,No,No,15900,14700,90,Yes,Excellence Scholarship,5000,12000,No,No,Yes,No,06/30,92,90,2 years,https://www.iscparis.com/en/,https://www.iscparis.com/en/program/msc-financial-risk-management,,,,
PROG134,ISC Paris Business School,Private,Partnered,Edugo,France,Paris,301-350,MSc in Luxury Management & Marketing,Marketing,Luxury Brand Management,15,3.0,70,Bachelor's,No,0,Marketing or Business,Yes,6.5,85,58,110,Yes,No,No,15900,14700,90,Yes,Merit Scholarship,5000,12000,No,No,Yes,No,06/30,92,90,2 years,https://www.iscparis.com/en/,https://www.iscparis.com/en/program/msc-luxury-management-marketing,,,,
PROG135,Y Schools (South Champagne Business School),Private,Partnered,Edugo,France,Troyes,1001,Bachelor in International Business & Management,Business Administration,International Management,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,78,50,100,Yes,No,No,9900,9150,60,Yes,Merit & International Scholarship,3000,10000,Yes,No,Yes,No,06/30,87,84,2 years,https://www.yschools.fr/en/,https://www.yschools.fr/en/bachelor-international-business,,,,
PROG136,Y Schools (South Champagne Business School),Private,Partnered,Edugo,France,Troyes,1001,MSc in Digital Marketing & Sales Strategy,Marketing,Digital Marketing & E-commerce,15,3.0,70,Bachelor's,No,0,Marketing or Business preferred,Yes,6.5,80,58,105,Yes,No,No,13500,12500,75,Yes,Excellence & Early Application Scholarship,4000,10000,No,No,Yes,No,06/30,87,84,2 years,https://www.yschools.fr/en/,https://www.yschools.fr/en/msc-digital-marketing,,,,
PROG137,Y Schools (South Champagne Business School),Private,Partnered,Edugo,France,Troyes,1001,MSc in Innovation,Creativity and Entrepreneurship,Business Administration,15,3.0,70,Bachelor's,No,0,Business or related,Yes,6.5,80,58,105,Yes,No,No,13500,12500,75,Yes,Excellence Scholarship,4000,10000,No,No,Yes,No,06/30,87,84,2 years,https://www.yschools.fr/en/,https://www.yschools.fr/en/msc-innovation-creativity-entrepreneurship,,,,
PROG138,Y Schools (South Champagne Business School),Private,Partnered,Edugo,France,Troyes,1001,Master in Management (Grande École),Business Administration,General Management & Majors,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,80,58,105,Yes,No,No,16900,15600,75,Yes,Merit & Excellence up to 30%,5000,10000,No,No,No,Yes,06/30,87,84,2 years,https://www.yschools.fr/en/,https://www.yschools.fr/en/master-management,,,,
PROG139,Y Schools (South Champagne Business School),Private,Partnered,Edugo,France,Troyes,1001,BBA in Business Administration (International Track),Business Administration,Global Business & Supply Chain,48,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,78,50,100,Yes,No,No,10900,10100,60,Yes,Merit & Early Bird up to 30%,3000,10000,Yes,No,Yes,No,06/30,87,84,2 years,https://www.yschools.fr/en/,https://www.yschools.fr/en/bba-business-administration,,,,
PROG140,Institut Mines-Telecom Business School (IMT-BS),Public,Partnered,Edugo,France,Evry,101-150,Bachelor in Management & IT,Business Administration,Management and Information Technology,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,11900,11000,75,Yes,Merit & International Scholarship,3000,10000,Yes,No,Yes,No,06/30,92,90,2 years,https://www.imt-bs.eu/en/,https://www.imt-bs.eu/en/programs/bachelor-in-management-it/,,,,
PROG141,Institut Mines-Telecom Business School (IMT-BS),Public,Partnered,Edugo,France,Evry,101-150,Integrated Master in Management (Grande École Program),Business Administration,General Management & Specializations,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,17900,16500,100,Yes,Excellence up to 30%; Early Bird,6000,10000,No,No,Yes,No,06/30,92,90,2 years,https://www.imt-bs.eu/en/,https://www.imt-bs.eu/en/programs/integrated-master-in-management/,,,,
PROG142,Institut Mines-Telecom Business School (IMT-BS),Public,Partnered,Edugo,France,Evry,101-150,MSc in Digital Business Management,Business & Digital,Digital Transformation & Management,12,3.0,70,Bachelor's,No,0,Business or IT preferred,Yes,6.5,85,58,110,Yes,No,No,15900,14700,100,Yes,Merit & Excellence Scholarship,5000,10000,No,No,Yes,No,06/30,92,90,2 years,https://www.imt-bs.eu/en/,https://www.imt-bs.eu/en/programs/msc-digital-business-management/,,,,
PROG143,Institut Mines-Telecom Business School (IMT-BS),Public,Partnered,Edugo,France,Evry,101-150,MSc in International Business,Business Administration,International Strategy & Trade,12,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,15900,14700,100,Yes,Excellence & International Mobility Scholarship,5000,10000,No,No,Yes,No,06/30,92,90,2 years,https://www.imt-bs.eu/en/,https://www.imt-bs.eu/en/programs/msc-international-business/,,,,
PROG144,Institut Mines-Telecom Business School (IMT-BS),Public,Partnered,Edugo,France,Evry,101-150,Academic Exchange Semester (English Track),Business Administration,General Management & IT,6,3.0,70,Bachelor's,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,8000,7400,0,Yes,Mobility Grants,2000,10000,Yes,Yes,Yes,No,05/31,92,90,2 years,https://www.imt-bs.eu/en/,https://www.imt-bs.eu/en/international/academic-exchange/,,,,
PROG145,ESC PAU Business School (éklore-ed),Private,Partnered,Edugo,France,Pau,301-350,Master in Management & International Business (Grande École),Business Administration,International Business & Sustainability,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,15900,14700,90,Yes,Excellence up to 40%; Early Bird,6000,9000,No,No,Yes,No,06/30,,88,2 years,https://www.esc-pau.fr/,https://www.esc-pau.fr/master_in_management_and_international_business,,,,
PROG146,ESC PAU Business School (éklore-ed),Private,Partnered,Edugo,France,Pau,301-350,MSc Web3.0 Digital Innovation for Business,Business & Digital,Web3 & Blockchain Innovation,12,3.0,70,Bachelor's,No,0,Business or Tech preferred,Yes,6.5,85,58,110,Yes,No,No,16900,15600,90,Yes,Merit & Digital Innovation Scholarship,5000,9000,No,No,Yes,No,06/30,90,88,2 years,https://www.esc-pau.fr/,https://www.esc-pau.fr/msc/web3-digital-innovation-for-business,,,,
PROG147,ESC PAU Business School (éklore-ed),Private,Partnered,Edugo,France,Pau,301-350,MBA Sustainability in Business & Management,Business Administration,Sustainable Strategies & Circular Economy,12,3.0,70,Bachelor's,Yes,2,Business or related,Yes,6.5,85,58,110,Yes,No,No,18900,17500,90,Yes,Excellence & Sustainability Scholarship,6000,9000,No,No,Yes,No,06/30,90,88,2 years,https://www.esc-pau.fr/,https://www.esc-pau.fr/mba/global_sustainable_strategies.html,,,,
PROG148,ESC PAU Business School (éklore-ed),Private,Partnered,Edugo,France,Pau,301-350,Summer School in Entrepreneurship,Business Administration,International Development & Startups,2,2.8,65,High School Diploma or higher,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,2500,2300,50,Yes,Early Bird & Merit Grants,1000,9000,Yes,Yes,No,No,06/01,90,88,2 years,https://www.esc-pau.fr/,https://www.esc-pau.fr/summer-schools/entrepreneurship.html,,,,
PROG149,ESC PAU Business School (éklore-ed),Private,Partnered,Edugo,France,Pau,301-350,Summer School in Finance,Finance,Financial Derivatives & Investments,2,3.0,70,Bachelor's,No,0,Finance or Economics preferred,Yes,6.0,72,50,100,Yes,No,No,2500,2300,50,Yes,Merit & Finance Talent Scholarship,1000,9000,Yes,Yes,No,No,06/01,90,88,2 years,https://www.esc-pau.fr/,https://www.esc-pau.fr/summer-schools/finance.html,,,,
PROG150,ESC PAU Business School (éklore-ed),Private,Partnered,Edugo,France,Pau,301-350,Dual Degree with CASS Europe (1-Year MSc),Business Administration,International Business Management,12,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,14900,13800,90,Yes,Excellence & Dual Degree Scholarship,4000,9000,No,No,Yes,No,06/30,90,88,2 years,https://www.esc-pau.fr/,https://www.esc-pau.fr/summer-schools/casseurope.html,,,,
PROG151,Institut Culinaire de France (ICF),Private,Partnered,Edugo,France,Paris,1001,International Diploma in Culinary Arts (English Track),Culinary Arts,Culinary Techniques & French Cuisine,24,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,18500,17100,100,Yes,Talent & Culinary Merit Scholarship,5000,12000,Yes,No,Yes,No,06/30,88,85,2 years,https://www.institutculinaire.com/en/,https://www.institutculinaire.com/en/programs/international-diploma-culinary-arts/,,,,
PROG152,Institut Culinaire de France (ICF),Private,Partnered,Edugo,France,Paris,1001,Advanced Pastry Diploma (English Track),Culinary Arts,Pastry & Confectionery,12,3.0,70,Bachelor's or equivalent,No,0,Culinary background preferred,Yes,6.5,80,58,105,Yes,No,No,14900,13800,100,Yes,Excellence & Portfolio Scholarship,4000,12000,No,No,Yes,No,06/30,88,85,2 years,https://www.institutculinaire.com/en/,https://www.institutculinaire.com/en/programs/advanced-pastry-diploma/,,,,
PROG153,Institut Culinaire de France (ICF),Private,Partnered,Edugo,France,Paris,1001,Professional Cook Diploma (English Track),Culinary Arts,Professional Cooking & Kitchen Management,18,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,16500,15250,100,Yes,Merit & International Student Grant,4000,12000,Yes,No,Yes,No,06/30,88,85,2 years,https://www.institutculinaire.com/en/,https://www.institutculinaire.com/en/programs/professional-cook-diploma/,,,,
PROG154,Institut Culinaire de France (ICF),Private,Partnered,Edugo,France,Paris,1001,MSc in Culinary Innovation & Management (English),Culinary Arts,Culinary Innovation & Business,12,3.0,70,Bachelor's,Yes,1,Culinary or Business,Yes,6.5,80,58,105,Yes,No,No,17900,16500,100,Yes,Excellence & Innovation Scholarship,5000,12000,No,No,Yes,No,06/30,88,85,2 years,https://www.institutculinaire.com/en/,https://www.institutculinaire.com/en/programs/msc-culinary-innovation-management/,,,,
PROG155,Y Schools School of Tourism (École Supérieure de Tourisme),Private,Partnered,Edugo,France,Troyes / Paris / Metz,1001,Bachelor in Tourism Management,Tourism Management,International Tourism & Hospitality,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,78,50,100,Yes,No,No,10900,10100,60,Yes,Merit & Tourism Talent Scholarship,3000,10000,Yes,No,Yes,No,06/30,87,84,2 years,https://yschools.fr/en/,https://yschools.fr/en/bachelor-tourism-management/,,,,
PROG156,Y Schools School of Tourism (École Supérieure de Tourisme),Private,Partnered,Edugo,France,Troyes / Paris / Metz,1001,MBA in Tourism Management,Tourism Management,Luxury Tourism & Sustainable Development,15,3.0,70,Bachelor's,Yes,2,Tourism or Business preferred,Yes,6.5,80,58,105,Yes,No,No,14900,13800,75,Yes,Excellence & Professional Scholarship,4000,10000,No,No,Yes,No,06/30,87,84,2 years,https://yschools.fr/en/,https://yschools.fr/en/mba-tourism-management/,,,,
PROG157,Y Schools School of Tourism (École Supérieure de Tourisme),Private,Partnered,Edugo,France,Troyes / Paris / Metz,1001,BMT International Semester (English Track),Tourism Management,Global Tourism Strategies,6,2.8,65,High School Diploma or higher,No,0,Any background,Yes,6.0,78,50,100,Yes,No,No,5000,4600,60,Yes,Mobility & Merit Grants,1500,10000,Yes,Yes,Yes,No,05/31,87,84,2 years,https://yschools.fr/en/,https://yschools.fr/en/bmt-international-semester/,,,,
PROG158,Y Schools School of Tourism (École Supérieure de Tourisme),Private,Partnered,Edugo,France,Troyes / Paris / Metz,1001,MSc in Sustainable Tourism & Hospitality,Tourism Management,Sustainable & Eco-Tourism,12,3.0,70,Bachelor's,No,0,Tourism or Environmental preferred,Yes,6.5,80,58,105,Yes,No,No,13500,12500,75,Yes,Sustainability Excellence Scholarship,4000,10000,No,No,Yes,No,06/30,87,84,2 years,https://yschools.fr/en/,https://yschools.fr/en/msc-sustainable-tourism-hospitality/,,,,
PROG159,Sup de Luxe,Private,Partnered,Edugo,France,Paris,1001,MSc Global Luxury Brand Management,Luxury Management,Global Brand Strategy & Marketing,12,3.0,70,Bachelor's,No,0,Luxury or Business preferred,Yes,6.5,85,58,110,Yes,No,No,17900,16500,100,Yes,Excellence & Luxury Talent Scholarship,5000,12000,No,No,Yes,No,06/30,88,85,2 years,https://supdeluxe.fr/en,https://supdeluxe.fr/en/msc-global-luxury-brand-management/,,,,
PROG160,Sup de Luxe,Private,Partnered,Edugo,France,Paris,1001,MSc Luxury Fashion Management,Luxury Management,Fashion & Luxury Industry Management,12,3.0,70,Bachelor's,No,0,Fashion or Marketing preferred,Yes,6.5,85,58,110,Yes,No,No,17900,16500,100,Yes,Merit & Portfolio Scholarship,5000,12000,No,No,Yes,No,06/30,88,85,2 years,https://supdeluxe.fr/en,https://supdeluxe.fr/en/msc-luxury-fashion-management/,,,,
PROG161,Sup de Luxe,Private,Partnered,Edugo,France,Paris,1001,Bachelor in Luxury Management (English Track),Luxury Management,Luxury Business Fundamentals,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,13900,12800,100,Yes,Merit & International Scholarship,4000,12000,Yes,No,Yes,No,06/30,88,85,2 years,https://supdeluxe.fr/en,https://supdeluxe.fr/en/bachelor-luxury-management/,,,,
PROG162,Sup de Luxe,Private,Partnered,Edugo,France,Paris,1001,MSc in Luxury Food & Wine Management,Luxury Management,Food & Wine Luxury Sector,12,3.0,70,Bachelor's,No,0,Business or Hospitality preferred,Yes,6.5,85,58,110,Yes,No,No,17900,16500,100,Yes,Excellence & Sector-Specific Scholarship,5000,12000,No,No,Yes,No,06/30,88,85,2 years,https://supdeluxe.fr/en,https://supdeluxe.fr/en/msc-luxury-food-wine-management/,,,,
PROG163,Sup de Luxe,Private,Partnered,Edugo,France,Paris,1001,Advanced Diploma in Luxury Professions (English),Luxury Management,Luxury Sales & Client Relations,9,3.0,70,Bachelor's,No,0,Luxury background preferred,Yes,6.5,85,58,110,Yes,No,No,12500,11500,100,Yes,Professional Merit Scholarship,3000,12000,Yes,No,Yes,No,06/30,88,85,2 years,https://supdeluxe.fr/en,https://supdeluxe.fr/en/advanced-diploma-luxury-professions/,,,,
PROG164,ESDES Lyon Business School,Private,Partnered,Edugo,France,Lyon,251-300,Bachelor in Business (International Track),Business Administration,International Business,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,10000,9200,50,Yes,Excellence Scholarship,up to 30% of first year tuition,12000,Yes,No,Yes,No,June 30,90,85,2 years,https://www.esdes.fr/en/,https://www.esdes.fr/en/programs/bachelor-in-business-international-track/,,,,
